"Part Suitability","Product (WPN)","Datasheet","OPN","Price","Description","Shutter Type","Megapixels (MP)","Pixel Size (µm)","Frame Rate (fps)","Optical Format","Optical Format (inch)","Color","Output Interface","Package Type","Qualification","MSL Type","MSL Temp °C","AEC Qualified","PPAP Capable","Halide Free","Lead Free","Status"
"77","AR0221","https://www.onsemi.com/download/data-sheet/pdf/null","AR0221SR2C00SUEA0-DRBR","'-","CMOS Image Sensor, 2.1 MP, 1/1.7""","Electronic Rolling and Global Reset Release","2.1","4.2","60","1/2 inch<br>(12.7 mm)","0.5","RGB","Multi","IBGA-87","Standard","4","260","false","false","true","true","Active"
"77","XGS16000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX3SE016KB-LTI","'-","CMOS Image Sensor, 16 MP, Global Shutter, HiSPi Output (6 port), Color with Microlens, LGA Package, Protective tape on default glass lid","Global Shutter","16","3.2","21","1.1 inch<br>(27.9 mm)","1.1","Bayer Color","HiSPi™","ILGA163 21.5x19.5, 1P","Standard","4","245","false","false","true","true","Active"
"77","XGS16000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX3SN016KB-LTI","'-","CMOS Image Sensor, 16 MP, Global Shutter, HiSPi Output (6 port), Monochrome with Microlens, LGA Package, Protective tape on default glass lid","Global Shutter","16","3.2","21","1.1 inch<br>(27.9 mm)","1.1","Mono","HiSPi™","ILGA163 21.5x19.5, 1P","Standard","4","245","false","false","true","true","Active"
"76","XGS16000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX2SE016KB-LTI","'-","CMOS Image Sensor, 16 MP, Global Shutter, HiSPi Output (12 port), Color with Microlens, LGA Package, Protective tape on default glass lid","Global Shutter","16","3.2","42","1.1 inch<br>(27.9 mm)","1.1","Bayer Color","HiSPi™","ILGA163 21.5x19.5, 1P","Standard","4","245","false","false","true","true","Active"
"76","XGS16000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX2SN016KB-LTI","'-","CMOS Image Sensor, 16 MP, Global Shutter, HiSPi Output (12 port), Monochrome with Microlens, LGA Package, Protective tape on default glass lid","Global Shutter","16","3.2","42","1.1 inch<br>(27.9 mm)","1.1","Mono","HiSPi™","ILGA163 21.5x19.5, 1P","Standard","4","245","false","false","true","true","Active"
"75","AR0144CS","https://www.onsemi.com/download/data-sheet/pdf/null","AR0144CSSC00SUKA0-CPBR","'-","CMOS Image Sensor, Digital, Global Shutter, 1.0 MP, 1/4-Inch, RGB Color 0 degree CRA CSP with protective film","Global Shutter","","3","60","1/4 inch<br>(6.4 mm)","0.25","RGB","Multi","ODCSP-69","Standard","4","245","false","false","true","true","Active"
"75","AR0144CS","https://www.onsemi.com/download/data-sheet/pdf/null","AR0144CSSC20SUKA0-CPBR","'-","CMOS Image Sensor, Digital, Global Shutter, 1.0 MP, 1/4-Inch, RGB Color 20 degree CRA CSP with protective film","Global Shutter","","3","60","1/4 inch<br>(6.4 mm)","0.25","RGB","Multi","ODCSP-69","Standard","4","245","false","false","true","true","Active"
"75","AR0144CS","https://www.onsemi.com/download/data-sheet/pdf/null","AR0144CSSC20SUKA0-CRBR","'-","CMOS Image Sensor, Digital, Global Shutter, 1.0 MP, 1/4-Inch, RGB Color 20 degree CRA CSP no protective film","Global Shutter","","3","60","1/4 inch<br>(6.4 mm)","0.25","RGB","Multi","ODCSP-69","Standard","4","245","false","false","true","true","Active"
"75","AR0144CS","https://www.onsemi.com/download/data-sheet/pdf/null","AR0144CSSM00SUKA0-CPBR","'-","CMOS Image Sensor, Digital, Global Shutter, 1.0 MP, 1/4-Inch, Mono 0 degree CRA CSP with protective film","Global Shutter","","3","60","1/4 inch<br>(6.4 mm)","0.25","Mono","Multi","ODCSP-69","Standard","4","245","false","false","true","true","Active"
"75","AR0144CS","https://www.onsemi.com/download/data-sheet/pdf/null","AR0144CSSM00SUKA0-CRBR","'-","CMOS Image Sensor, Digital, Global Shutter, 1.0 MP, 1/4-Inch, Mono 0 degree CRA CSP no protective film","Global Shutter","","3","60","1/4 inch<br>(6.4 mm)","0.25","Mono","Multi","ODCSP-69","Standard","4","245","false","false","true","true","Active"
"75","PYTHON300","https://www.onsemi.com/download/data-sheet/pdf/NOIP1SN1300A-D.PDF","NOIP1FN0300A-QTI","'-","CMOS Image Sensor, 0.3 MP (VGA), Global Shutter, LVDS Output, NIR Enhanced, Microlens, LCC package, sealed glass with protective tape (D263)","Pipelined and Triggered Global","0.3","4.8","815","1/4 inch<br>(6.4 mm)","0.25","NIR","LVDS","LCC-48","Standard","3","260","false","false","true","true","Active"
"75","PYTHON300","https://www.onsemi.com/download/data-sheet/pdf/NOIP1SN1300A-D.PDF","NOIP1SE0300A-QTI","'-","CMOS Image Sensor, 0.3 MP (VGA), Global Shutter, LVDS Output, Bayer Color, Microlens, LCC package, sealed glass with protective tape (D263)","Pipelined and Triggered Global","0.3","4.8","815","1/4 inch<br>(6.4 mm)","0.25","Bayer Color","LVDS","LCC-48","Standard","3","260","false","false","true","true","Active"
"75","VITA1300","https://www.onsemi.com/download/data-sheet/pdf/NOIV1SN1300A-D.PDF","NOIV2SN1300A-QDC","'-","CMOS Image Sensor, 1.3 MP, Global Shutter, CMOS Output, Monochrome, Microlens, LCC package, sealed glass (D263)","Pipelined Global, Rolling with CDS","1.3","4.8","37","1/2 inch<br>(12.7 mm)","0.5","Mono","Parallel","LCC-48","Standard","3","260","false","false","true","true","Active"
"75","XGS45000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX2SE045KB-GTI","'-","CMOS Image Sensor, 44.7 Mp, Global Shutter","Global Shutter","44.7","3.2","12","Super 35 mm","","Bayer Color","HiSPi™","CPGA251 44.40x37.25","Standard","","","false","false","true","true","Active"
"75","XGS45000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX2SN045KB-GTI","'-","CMOS Image Sensor, 44.7 Mp, Global Shutter","Global Shutter","44.7","3.2","12","Super 35 mm","","Mono","HiSPi™","CPGA251 44.40x37.25","Standard","","","false","false","true","true","Active"
"75","AR0144CS","https://www.onsemi.com/download/data-sheet/pdf/null","AR0144CSSM28SUD20","'-","CMOS Image Sensor, Digital, Global Shutter, 1.0 MP, 1/4-Inch, Mono 28 degree CRA die","Global Shutter","","3","60","1/4 inch<br>(6.4 mm)","0.25","Mono","Multi","","Standard","","","false","false","true","true","Active"
"75","AR0144CS","https://www.onsemi.com/download/data-sheet/pdf/null","AR0144CSSM20SUKA0-CPBR","'-","CMOS Image Sensor, Digital, Global Shutter, 1.0 MP, 1/4-Inch, Mono 20 degree CRA CSP with protective film","Global Shutter","","3","60","1/4 inch<br>(6.4 mm)","0.25","Mono","Multi","ODCSP-69","Standard","4","245","false","false","true","true","Active"
"75","AR0144CS","https://www.onsemi.com/download/data-sheet/pdf/null","AR0144CSSM20SUKA0-CRBR","'-","CMOS Image Sensor, Digital, Global Shutter, 1.0 MP, 1/4-Inch, Mono 20 degree CRA CSP no protective film","Global Shutter","","3","60","1/4 inch<br>(6.4 mm)","0.25","Mono","Multi","ODCSP-69","Standard","4","245","false","false","true","true","Active"
"75","XGS2000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX4SE2000B-LTI","'-","CMOS Image Sensor, 2.3 MP, Global Shutter, HiSPi Output (16 lanes), Monochrome with Microlens, LGA package, Protective tape on default glass lid","Global Shutter","2.3","3.2","220","1/1.25 inch<br>(20.3 mm)","0.8","Bayer Color","HiSPi™","ILGA163 16x16","Standard","4","245","false","false","true","true","Active"
"75","XGS2000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX4SN2000B-LTI","'-","CMOS Image Sensor, 2.3 MP, Global Shutter, HiSPi Output (16 lanes), Color with Microlens, LGA package, Protective tape on default glass lid","Global Shutter","2.3","3.2","220","1/1.25 inch<br>(20.3 mm)","0.8","Mono","HiSPi™","ILGA163 16x16","Standard","4","245","false","false","true","true","Active"
"74","XGS5000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX4SE5000B-LTI","'-","CMOS Image Sensor, 5.3 MP, Global Shutter, HiSPi output (16 lanes), Color with Microlens, LGA package, Protective Tape on default glass lid","Global Shutter","5.3","3.2","132","2/3 inch<br>(16.9 mm)","0.67","Bayer Color","HiSPi™","ILGA163 16x16","Standard","4","245","false","false","true","true","Active"
"74","XGS5000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX4SN5000B-LTI","'-","CMOS Image Sensor, 5.3 MP, Global Shutter, HiSPi output (16 lanes), Monochrome with Microlens, LGA package, Protective Tape on default glass lid","Global Shutter","5.3","3.2","132","2/3 inch<br>(16.9 mm)","0.67","Mono","HiSPi™","ILGA163 16x16","Standard","4","245","false","false","true","true","Active"
"74","ASX350AT","https://www.onsemi.com/download/data-sheet/pdf/null","ASX350AT3C00XPEA0-DR","'-","CMOS Image Sensor System-on-Chip, VGA, 1/5""","Electronic Rolling","","3.75","60","1/5 inch<br>(5.1 mm)","0.2","RGB","","IBGA-63","Automotive","3","260","true","true","true","true","Active"
"74","PYTHON500","https://www.onsemi.com/download/data-sheet/pdf/NOIP1SN1300A-D.PDF","NOIP1SE0500A-QTI","'-","CMOS Image Sensor, 0.5 MP (SVGA), Global Shutter, LVDS Output, Bayer Color, Microlens, LCC package, sealed glass with protective tape (D263)","Pipelined and Triggered Global","0.5","4.8","545","1/3.6 inch<br>(7.1 mm)","0.28","Bayer Color","LVDS","LCC-48","Standard","3","260","false","false","true","true","Active"
"74","XGS16000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX1SE016KB-LTI","'-","CMOS Image Sensor, 16 MP, Global Shutter, HiSPi Output (24 port), Color with Microlens, LGA Package, Protective tape on default glass lid","Global Shutter","16","3.2","65","1.1 inch<br>(27.9 mm)","1.1","Bayer Color","HiSPi™","ILGA163 21.5x19.5, 1P","Standard","4","245","false","false","true","true","Active"
"74","XGS16000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX1SN016KB-LTI","'-","CMOS Image Sensor, 16 MP, Global Shutter, HiSPi Output (24 port), Monochrome with Microlens, LGA Package, Protective tape on default glass lid","Global Shutter","16","3.2","65","1.1 inch<br>(27.9 mm)","1.1","Mono","HiSPi™","ILGA163 21.5x19.5, 1P","Standard","4","245","false","false","true","true","Active"
"74","XGS32000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX1SE032KB-GTI","'-","CMOS Image Sensor, 32.5 Mp, Global Shutter, HiSPi Output (48 lanes), Color with Microlens, µPGA package, Protective tape on default glass lid","Global Shutter","32.5","3.2","35","APS-C","","RGB","HiSPi™","CPGA251 44.40x37.25","Standard","","","false","false","true","true","Active"
"74","XGS32000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX1SN032KB-GTI","'-","CMOS Image Sensor, 32.5 Mp, Global Shutter, HiSPi Output, (48 lanes), Monochrome with Microlens, uPGA package, Protective Tape on default glass lid","Global Shutter","32.5","3.2","35","APS-C","","Mono","HiSPi™","CPGA251 44.40x37.25","Standard","","","false","false","true","true","Active"
"74","XGS30000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX1SE030KB-GTI","'-","CMOS Image Sensor, 29.8 Mp, Global Shutter","Global Shutter","29.8","3.2","31","APS-C","","Bayer Color","HiSPi™","CPGA251 44.40x37.25","Standard","","","false","false","true","true","Active"
"74","XGS30000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX1SN030KB-GTI","'-","CMOS Image Sensor, 29.8 Mp, Global Shutter","Global Shutter","29.8","3.2","31","APS-C","","Mono","HiSPi™","CPGA251 44.40x37.25","Standard","","","false","false","true","true","Active"
"74","XGS45000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX1SE045KB-GTI","'-","CMOS Image Sensor, 44.7 Mp, Global Shutter","Global Shutter","44.7","3.2","31","Super 35 mm","","Bayer Color","HiSPi™","CPGA251 44.40x37.25","Standard","","","false","false","true","true","Active"
"74","XGS45000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX1SN045KB-GTI","'-","CMOS Image Sensor, 44.7 Mp, Global Shutter","Global Shutter","44.7","3.2","31","Super 35 mm","","Mono","HiSPi™","CPGA251 44.40x37.25","Standard","","","false","false","true","true","Active"
"74","XGS12000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX3SE012KB-LTI","'-","CMOS Image Sensor, 12.6 MP, Global Shutter, HiSPi output (6 port), Color with Microlens, LGA package, Protective Tape on default glass lid, Standard Grade","Global Shutter","12.6","3.2","27","1 inch<br>(25.4 mm)","1","Bayer Color","HiSPi™","CLGA-163","Standard","4","245","false","false","true","true","Active"
"74","XGS12000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX3SE012KB-LTI1","'-","CMOS Image Sensor, 12.6 MP, Global Shutter, HiSPi output (6 port), Color with Microlens, LGA package, Protective Tape on default glass lid, Standard Grade (MOQ = 4)","Global Shutter","12.6","3.2","27","1 inch<br>(25.4 mm)","1","Bayer Color","HiSPi™","CLGA-163","Standard","4","245","false","false","true","true","Active"
"74","XGS12000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX3SN012KB-LTI","'-","CMOS Image Sensor, 12.6 MP, Global Shutter, HiSPi output (6 port), Monochrome, LGA package, Protective Tape on default glass lid","Global Shutter","12.6","3.2","27","1 inch<br>(25.4 mm)","1","Mono","HiSPi™","CLGA-163","Standard","4","245","false","false","true","true","Active"
"74","XGS12000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX3SN012KB-LTI1","'-","CMOS Image Sensor, 12.6 MP, Global Shutter, HiSPi output (6 port), Monochrome, LGA package, Protective Tape on default glass lid (MOQ = 4)","Global Shutter","12.6","3.2","27","1 inch<br>(25.4 mm)","1","Mono","HiSPi™","CLGA-163","Standard","4","245","false","false","true","true","Active"
"74","XGS20000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX1SE020KB-GTI","'-","CMOS Image Sensor, 20.2 Mp, Global Shutter","Global Shutter","20.3","3.2","38","1.3 inch<br>(33.0 mm)","1.3","Bayer Color","HiSPi™","CPGA251 44.40x37.25","Standard","","","false","false","true","true","Active"
"74","XGS20000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX1SN020KB-GTI","'-","CMOS Image Sensor, 20.2 Mp, Global Shutter","Global Shutter","20.3","3.2","38","1.3 inch<br>(33.0 mm)","1.3","Mono","HiSPi™","CPGA251 44.40x37.25","Standard","","","false","false","true","true","Active"
"73","XGS32000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX0SE032KB-GTI","'-","CMOS Image Sensor, 32.5 Mp, Global Shutter, HiSPi Output (48 lanes), Color with Microlens, µPGA package, Protective tape on default glass lid","Global Shutter","32.5","3.2","53","APS-C","","RGB","HiSPi™","CPGA251 44.40x37.25","Standard","","","false","false","true","true","Active"
"73","XGS32000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX0SN032KB-GTI","'-","CMOS Image Sensor, 32.5 Mp, Global Shutter, HiSPi Output, (48 lanes), Monochrome with Microlens, uPGA package, Protective Tape on default glass lid","Global Shutter","32.5","3.2","53","APS-C","","Mono","HiSPi™","CPGA251 44.40x37.25","Standard","","","false","false","true","true","Active"
"73","XGS9400","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX2SE9400B-LTI","'-","CMOS Image Sensor, 9.4 MP, Global Shutter, HiSPi output (12 port), Color with Microlens, LGA package, Protective Tape on default glass lid, Standard Grade","Global Shutter","9.4","3.2","56","1 inch<br>(25.4 mm)","1","Bayer Color","HiSPi™","CLGA-163","Standard","4","245","false","false","true","true","Active"
"73","XGS9400","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX2SE9400B-LTI1","'-","CMOS Image Sensor, 9.4 MP, Global Shutter, HiSPi output (12 port), Color with Microlens, LGA package, Protective Tape on default glass lid, Standard Grade (MOQ = 4)","Global Shutter","9.4","3.2","56","1 inch<br>(25.4 mm)","1","Bayer Color","HiSPi™","CLGA-163","Standard","4","245","false","false","true","true","Active"
"73","XGS9400","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX2SN9400B-LTI","'-","CMOS Image Sensor, 9.4 MP, Global Shutter, HiSPi output (12 port), Monochrome, LGA package, Protective Tape on default glass lid, Standard Grade","Global Shutter","9.4","3.2","56","1 inch<br>(25.4 mm)","1","Mono","HiSPi™","CLGA-163","Standard","4","245","false","false","true","true","Active"
"73","XGS9400","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX2SN9400B-LTI1","'-","CMOS Image Sensor, 9.4 MP, Global Shutter, HiSPi output (12 port), Monochrome, LGA package, Protective Tape on default glass lid, Standard Grade (MOQ = 4)","Global Shutter","9.4","3.2","56","1 inch<br>(25.4 mm)","1","Mono","HiSPi™","CLGA-163","Standard","4","245","false","false","true","true","Active"
"73","XGS30000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX0SE030KB-GTI","'-","CMOS Image Sensor, 29.8 Mp, Global Shutter","Global Shutter","29.8","3.2","48","APS-C","","Bayer Color","HiSPi™","CPGA251 44.40x37.25","Standard","","","false","false","true","true","Active"
"73","XGS30000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX0SN030KB-GTI","'-","CMOS Image Sensor, 29.8 Mp, Global Shutter","Global Shutter","29.8","3.2","48","APS-C","","Mono","HiSPi™","CPGA251 44.40x37.25","Standard","","","false","false","true","true","Active"
"73","XGS45000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX0SE045KB-GTI","'-","CMOS Image Sensor, 44.7 Mp, Global Shutter","Global Shutter","44.7","3.2","48","Super 35 mm","","Bayer Color","HiSPi™","CPGA251 44.40x37.25","Standard","","","false","false","true","true","Active"
"73","XGS45000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX0SN045KB-GTI","'-","CMOS Image Sensor, 44.7 Mp, Global Shutter","Global Shutter","44.7","3.2","48","Super 35 mm","","Mono","HiSPi™","CPGA251 44.40x37.25","Standard","","","false","false","true","true","Active"
"73","PYTHON1300","https://www.onsemi.com/download/data-sheet/pdf/NOIP1SN1300A-D.PDF","NOIP3SE1300A-QTI","'-","CMOS Image Sensor, 1.3 MP (SXGA), Global Shutter, LVDS Output, Bayer Color, Microlens, LCC package, sealed glass with protective tape (D263), Low Power","Pipelined and Triggered Global","1.3","4.8","105","1/2 inch<br>(12.7 mm)","0.5","Bayer Color","LVDS","LCC-48","Standard","3","260","false","false","true","true","Active"
"73","PYTHON1300","https://www.onsemi.com/download/data-sheet/pdf/NOIP1SN1300A-D.PDF","NOIP3SN1300A-QTI","'-","CMOS Image Sensor, 1.3 MP (SXGA), Global Shutter, LVDS Output, Monochrome, Microlens, LCC package, sealed glass withi protective tape (D263), Low Power","Pipelined and Triggered Global","1.3","4.8","105","1/2 inch<br>(12.7 mm)","0.5","Mono","LVDS","LCC-48","Standard","3","260","false","false","true","true","Active"
"72","XGS20000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX0SE020KB-GTI","'-","CMOS Image Sensor, 20.2 Mp, Global Shutter","Global Shutter","20.3","3.2","58","1.3 inch<br>(33.0 mm)","1.3","Bayer Color","HiSPi™","CPGA251 44.40x37.25","Standard","","","false","false","true","true","Active"
"72","XGS20000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX0SN020KB-GTI","'-","CMOS Image Sensor, 20.2 Mp, Global Shutter","Global Shutter","20.3","3.2","58","1.3 inch<br>(33.0 mm)","1.3","Mono","HiSPi™","CPGA251 44.40x37.25","Standard","","","false","false","true","true","Active"
"72","AR0135CS","https://www.onsemi.com/download/data-sheet/pdf/null","AR0135CS2C19SUEA0-DRBR","'-","CMOS Image Sensor, Digital, Global Shutter,1.2 MP, 1/3"", Color 19 Deg iBGA with No protective film, double sided BBAR glass","Global Shutter","1.2","3.75","","1/3 inch<br>(8.5 mm)","0.33","RGB","HiSPi™","IBGA-63","Standard","3","260","false","false","true","true","Active"
"72","AR0135CS","https://www.onsemi.com/download/data-sheet/pdf/null","AR0135CS2M25SUEA0-TPBR","'-","CMOS Image Sensor, Digital, Global Shutter,1.2 MP, 1/3"", Mono 25 Deg iBGA with protective film, double sided BBAR glass , Tape and Reel","Global Shutter","1.2","3.75","","1/3 inch<br>(8.5 mm)","0.33","Mono","HiSPi™","IBGA-63","Standard","3","260","false","false","true","true","Active"
"72","AR0135CS","https://www.onsemi.com/download/data-sheet/pdf/null","AR0135CS2C00SUEA0-DPBR","'-","CMOS Image Sensor, Digital, Global Shutter,1.2 MP, 1/3"", Color 0 Deg iBGA with protective film, double sided BBAR glass ","Global Shutter","1.2","3.75","","1/3 inch<br>(8.5 mm)","0.33","RGB","HiSPi™","IBGA-63","Standard","3","260","false","false","true","true","Active"
"72","AR0135CS","https://www.onsemi.com/download/data-sheet/pdf/null","AR0135CS2C00SUEA0-DRBR","'-","CMOS Image Sensor, Digital, Global Shutter,1.2 MP, 1/3"", Color 0 Deg iBGA without protective film, double sided BBAR glass","Global Shutter","1.2","3.75","","1/3 inch<br>(8.5 mm)","0.33","RGB","HiSPi™","IBGA-63","Standard","3","260","false","false","true","true","Active"
"72","AR0135CS","https://www.onsemi.com/download/data-sheet/pdf/null","AR0135CS2M00SUEA0-DPBR","'-","CMOS Image Sensor, Digital, Global Shutter,1.2 MP, 1/3"", Mono 0 Deg iBGA with protective film, double sided BBAR glass","Global Shutter","1.2","3.75","","1/3 inch<br>(8.5 mm)","0.33","Mono","HiSPi™","IBGA-63","Standard","3","260","false","false","true","true","Active"
"72","AR0135CS","https://www.onsemi.com/download/data-sheet/pdf/null","AR0135CS2M00SUEA0-DRBR","'-","CMOS Image Sensor, Digital, Global Shutter,1.2 MP, 1/3"", Mono 0 Deg iBGA without protective film, double sided BBAR glass","Global Shutter","1.2","3.75","","1/3 inch<br>(8.5 mm)","0.33","Mono","HiSPi™","IBGA-63","Standard","3","260","false","false","true","true","Active"
"72","AR0135CS","https://www.onsemi.com/download/data-sheet/pdf/null","AR0135CS2M25SUD20","'-","CMOS Image Sensor, Digital, Global Shutter,1.2 MP, 1/3"", Mono, 25 deg CRA, Die","Global Shutter","1.2","3.75","","1/3 inch<br>(8.5 mm)","0.33","Mono","HiSPi™","","Standard","","","false","false","true","true","Active"
"72","AR0135CS","https://www.onsemi.com/download/data-sheet/pdf/null","AR0135CS2M25SUEA0-DPBR","'-","CMOS Image Sensor, Digital, Global Shutter,1.2 MP, 1/3"", Mono 25 Deg iBGA with protective film, double sided BBAR glass ","Global Shutter","1.2","3.75","","1/3 inch<br>(8.5 mm)","0.33","Mono","HiSPi™","IBGA-63","Standard","3","260","false","false","true","true","Active"
"72","AR0135CS","https://www.onsemi.com/download/data-sheet/pdf/null","AR0135CS2M25SUEA0-DRBR","'-","CMOS Image Sensor, Digital, Global Shutter,1.2 MP, 1/3"", Mono 25 Deg iBGA without protective film, double sided BBAR glass ","Global Shutter","1.2","3.75","","1/3 inch<br>(8.5 mm)","0.33","Mono","HiSPi™","IBGA-63","Standard","3","260","false","false","true","true","Active"
"72","XGS8000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX2SE8000B-LTI","'-","CMOS Image Sensor, 8.8 MP (4k / UHD resolution), Global Shutter, HiSPi output (12 port), Color with Microlens, LGA package, Protective Tape on default glass lid","Global Shutter","8.8","3.2","80","1/1.1 inch<br>(23.1 mm)","0.91","Bayer Color","HiSPi™","CLGA-163","Standard","4","245","false","false","true","true","Active"
"72","XGS8000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX2SE8000B-LTI1","'-","CMOS Image Sensor, 8.8 MP (4k / UHD resolution), Global Shutter, HiSPi output (12 port), Color with Microlens, LGA package, Protective Tape on default glass lid (MOQ = 4)","Global Shutter","8.8","3.2","80","1/1.1 inch<br>(23.1 mm)","0.91","Bayer Color","HiSPi™","CLGA-163","Standard","4","245","false","false","true","true","Active"
"72","XGS8000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX2SF8000B-LTI","'-","CMOS Image Sensor, 8.8 MP (4k / UHD resolution), Global Shutter, HiSPi output (12 port), Color with Microlens (CRA 1), LGA package, Protective Tape on default glass lid","Global Shutter","8.8","3.2","80","1/1.1 inch<br>(23.1 mm)","0.91","Bayer Color","HiSPi™","CLGA-163","Standard","4","245","false","false","true","true","Active"
"72","XGS8000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX2SF8000B-LTI1","'-","CMOS Image Sensor, 8.8 MP (4k / UHD resolution), Global Shutter, HiSPi output (12 port), Color with Microlens (CRA 1), LGA package, Protective Tape on default glass lid (MOQ = 4)","Global Shutter","8.8","3.2","80","1/1.1 inch<br>(23.1 mm)","0.91","Bayer Color","HiSPi™","CLGA-163","Standard","4","245","false","false","true","true","Active"
